datetime,OI,CHNG IN OI,VOLUME,IV,LTP,CHNG,BID QTY,BID,ASK,ASK QTY,STRIKE,BID QTY.1,BID.1,ASK.1,ASK QTY.1,CHNG.1,LTP.1,IV.1,VOLUME.1,CHNG IN OI.1,OI.1
2022-12-13 13:33:14.400,48319.0,11254.0,1004675.0,12.4,32.5,-8.3,425.0,32.5,33.4,25,44300,25.0,611.05,613.0,25.0,-77.1,613.0,15.1,24091.0,616.0,2409.0
2022-12-13 13:38:18.000,38089.0,4473.0,771748.0,12.63,23.05,-7.4,250.0,23.0,23.45,600,44400,425.0,699.95,707.15,25.0,-69.65,699.15,15.31,9449.0,348.0,2131.0
2022-12-13 13:43:21.600,62933.0,10286.0,1131516.0,13.04,17.2,-7.0,50.0,17.2,18.0,925,44500,50.0,793.75,801.95,25.0,-72.0,800.0,16.96,18350.0,-526.0,1948.0
2022-12-13 13:48:25.200,35705.0,8839.0,557308.0,13.41,12.7,-6.05,200.0,12.7,13.5,950,44600,25.0,889.3,898.8,100.0,-56.5,894.45,17.78,3580.0,1065.0,1493.0
2022-12-13 13:53:28.800,19889.0,3271.0,430300.0,14.13,10.7,-4.4,475.0,10.7,10.75,25,44700,250.0,977.15,995.8,75.0,-60.1,993.7,19.14,784.0,74.0,367.0
2022-12-13 13:58:32.400,26374.0,6687.0,447417.0,14.94,9.45,-3.25,50.0,8.85,9.45,225,44800,150.0,1083.4,1099.5,75.0,-48.4,1086.0,19.42,518.0,28.0,435.0
2022-12-13 14:03:36.000,14119.0,3061.0,212340.0,15.47,7.65,-3.5,100.0,7.6,8.2,50,44900,225.0,1174.7,1190.55,25.0,-90.5,1190.55,21.49,198.0,1.0,75.0
2022-12-13 14:08:39.600,74939.0,19538.0,637139.0,16.31,7.0,-3.05,3375.0,7.0,7.45,600,45000,25.0,1285.0,1292.65,75.0,-83.35,1285.45,22.01,1777.0,44.0,624.0
2022-12-13 14:13:43.200,8735.0,-271.0,130801.0,17.14,6.45,-2.4,750.0,6.45,7.05,600,45100,75.0,1313.9,1456.2,750.0,-44.2,1380.6,22.43,20.0,3.0,29.0
2022-12-13 14:18:46.800,10580.0,711.0,125655.0,18.02,6.1,-1.95,100.0,6.05,6.4,125,45200,225.0,1479.75,1552.65,750.0,0.0,1619.75,0.0,0.0,0.0,11.0
2022-12-13 14:23:50.400,13540.0,7081.0,106480.0,18.79,5.6,-2.15,150.0,5.6,6.15,50,45300,375.0,1549.45,1614.55,1500.0,-90.6,1542.85,0.0,9.0,1.0,6.0
2022-12-13 14:28:54.000,5329.0,1286.0,111484.0,19.84,5.7,-1.45,100.0,5.35,6.3,150,45400,1825.0,1636.7,1753.1,750.0,0.0,1828.0,0.0,0.0,0.0,6.0
2022-12-13 14:33:57.600,59558.0,-1427.0,460438.0,20.37,4.9,-2.25,1200.0,4.85,5.3,50,45500,150.0,1747.4,1826.3,750.0,-46.85,1785.0,28.32,61.0,5.0,40.0
2022-12-13 14:39:01.200,7051.0,2086.0,74556.0,21.4,5.0,-1.6,525.0,4.85,5.05,100,45600,50.0,1811.9,1922.45,750.0,0.0,2020.95,0.0,0.0,0.0,7.0
2022-12-13 14:44:04.800,61810.0,-2936.0,403155.0,24.41,3.95,-2.05,250.0,3.95,4.2,250,46000,200.0,2211.05,2323.05,750.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-13 14:49:08.400,32205.0,2535.0,241370.0,28.16,3.2,-2.0,75.0,3.2,3.3,4550,46500,1150.0,2683.65,2825.3,750.0,0.0,2903.35,0.0,0.0,0.0,4.0
2022-12-13 14:54:12.000,27015.0,3752.0,146027.0,32.13,2.95,-1.75,1400.0,2.85,2.95,900,47000,100.0,3164.1,3326.85,750.0,0.0,3393.2,0.0,0.0,0.0,22.0
2022-12-13 14:59:15.600,13425.0,3003.0,82648.0,35.82,2.65,-1.35,175.0,2.65,2.75,1750,47500,125.0,3638.75,3839.4,750.0,0.0,3933.5,0.0,0.0,0.0,34.0
2022-12-13 15:04:19.200,13818.0,2490.0,81381.0,39.66,2.55,-1.05,1800.0,2.6,2.65,1925,48000,300.0,4185.7,4353.35,750.0,0.0,4402.65,0.0,0.0,0.0,18.0
2022-12-13 15:09:22.800,34867.0,6198.0,119270.0,43.56,2.55,-0.6,7400.0,2.5,2.55,400,48500,300.0,4688.4,4845.15,750.0,-204.3,4670.9,0.0,3.0,0.0,100.0
2022-12-14 09:00:00.000,3.0,0.0,0.0,0.0,7242.1,0.0,900.0,7426.75,7616.65,750,36500,6375.0,1.35,1.5,2725.0,-0.85,1.5,124.74,167175.0,3516.0,34013.0
2022-12-14 09:05:03.600,16.0,0.0,0.0,0.0,6586.4,3.75,775.0,6933.2,7050.55,550,37000,5125.0,1.35,1.4,500.0,-1.0,1.35,115.33,69080.0,-1444.0,5496.0
2022-12-14 09:10:07.200,4.0,0.0,0.0,0.0,6415.15,4.25,300.0,6433.55,6613.35,750,37500,175.0,1.45,1.8,600.0,-0.75,1.8,110.14,33670.0,-398.0,1581.0
2022-12-14 09:15:10.800,7.0,0.0,0.0,0.0,5738.1,0.0,300.0,5928.0,6112.5,750,38000,325.0,1.7,1.9,500.0,-1.2,1.7,101.3,40211.0,241.0,5980.0
2022-12-14 09:20:14.400,4.0,0.0,0.0,0.0,5025.35,0.0,300.0,5431.65,5616.1,750,38500,2725.0,1.55,1.8,900.0,-1.75,1.55,92.3,32387.0,-389.0,6836.0
2022-12-14 09:25:18.000,38.0,0.0,0.0,0.0,4551.7,0.0,125.0,4984.85,5034.75,25,39000,1000.0,2.0,2.4,525.0,-1.4,2.4,88.05,51901.0,1131.0,11724.0
2022-12-14 09:30:21.600,42.0,0.0,0.0,0.0,4055.05,0.0,925.0,4434.45,4543.85,700,39500,450.0,2.2,2.6,900.0,-1.95,2.2,79.0,50507.0,-3743.0,6966.0
2022-12-14 09:35:25.200,1.0,0.0,0.0,0.0,3991.65,0.0,900.0,4332.25,4554.1,750,39600,175.0,2.05,5.8,500.0,-2.15,2.05,76.78,4942.0,-393.0,402.0
2022-12-14 09:40:28.800,0.0,0.0,0.0,0.0,0.0,0.0,900.0,4236.25,4502.4,750,39700,800.0,1.65,4.0,800.0,-0.3,4.0,80.91,7754.0,334.0,763.0
2022-12-14 09:45:32.400,0.0,0.0,0.0,0.0,0.0,0.0,900.0,4132.2,4389.45,750,39800,2175.0,1.5,4.5,25.0,-3.0,1.5,71.19,7487.0,-275.0,459.0
2022-12-14 09:50:36.000,0.0,0.0,2.0,133.34,4262.3,1685.3,900.0,4037.45,4245.35,750,39900,2375.0,1.65,3.8,1500.0,-0.85,3.8,76.97,14095.0,-280.0,588.0
2022-12-14 09:55:39.600,124.0,-2.0,7.0,0.0,3993.85,66.55,25.0,4017.7,4031.2,75,40000,3550.0,2.35,2.7,17450.0,-2.4,2.35,71.27,190317.0,-4719.0,49890.0
2022-12-14 10:00:43.200,4.0,0.0,2.0,0.0,3877.1,162.75,900.0,3836.3,4016.25,750,40100,300.0,2.1,2.6,300.0,-2.15,2.55,70.25,7997.0,-260.0,697.0
2022-12-14 10:05:46.800,0.0,0.0,0.0,0.0,0.0,0.0,750.0,3730.6,3917.95,750,40200,1700.0,1.9,2.65,150.0,-3.0,1.9,66.44,6359.0,-32.0,1329.0
2022-12-14 10:10:50.400,12.0,0.0,0.0,0.0,3440.0,0.0,900.0,3636.5,3852.9,750,40300,500.0,2.2,2.8,100.0,-2.75,2.25,66.0,8865.0,-570.0,1102.0
2022-12-14 10:15:54.000,0.0,0.0,0.0,0.0,0.0,0.0,750.0,3533.45,3802.1,750,40400,800.0,1.8,2.0,1375.0,-3.15,2.0,63.54,7373.0,-818.0,1081.0
2022-12-14 10:20:57.600,49.0,-7.0,11.0,61.06,3561.95,116.95,300.0,3465.0,3615.85,750,40500,25.0,2.3,2.8,375.0,-2.4,2.8,64.27,168230.0,-8813.0,30405.0
2022-12-14 10:26:01.200,0.0,0.0,0.0,0.0,0.0,0.0,750.0,3212.3,3737.8,750,40600,0.0,0.0,3.5,50.0,-2.9,2.25,61.07,9825.0,-1124.0,1624.0
2022-12-14 10:31:04.800,1.0,0.0,0.0,0.0,2860.0,0.0,900.0,3241.7,3420.0,750,40700,900.0,1.75,3.3,250.0,-3.75,1.6,57.28,8899.0,-756.0,773.0
2022-12-14 10:36:08.400,1.0,0.0,0.0,0.0,2610.0,0.0,900.0,3140.7,3318.55,750,40800,900.0,2.25,2.8,25.0,-3.1,2.45,58.34,15748.0,-1091.0,1545.0
2022-12-14 10:41:12.000,1.0,0.0,0.0,0.0,2658.85,0.0,900.0,3041.45,3220.95,750,40900,300.0,2.3,5.9,250.0,-3.3,2.3,56.28,28778.0,-2201.0,2305.0
2022-12-14 10:46:15.600,440.0,-94.0,131.0,0.0,3036.95,103.15,750.0,2940.5,3039.15,125,41000,1300.0,2.8,2.9,700.0,-3.0,2.9,56.11,500391.0,-27920.0,70909.0
2022-12-14 10:51:19.200,3.0,0.0,0.0,0.0,2123.6,0.0,750.0,2839.6,3015.0,750,41100,1925.0,2.55,5.25,150.0,-3.25,2.55,53.61,27354.0,-1843.0,2100.0
2022-12-14 10:56:22.800,10.0,-1.0,1.0,84.85,2914.35,464.35,25.0,2796.35,2868.5,300,41200,250.0,2.65,3.8,50.0,-3.25,2.65,52.18,41212.0,-1279.0,7116.0
2022-12-14 11:01:26.400,22.0,0.0,5.0,58.55,2768.6,443.15,500.0,2644.95,2765.85,900,41300,150.0,3.1,3.6,200.0,-3.1,3.1,51.46,30085.0,-639.0,3412.0
2022-12-14 11:06:30.000,5.0,0.0,0.0,0.0,2200.95,0.0,750.0,2539.1,2714.0,750,41400,225.0,2.85,5.85,250.0,-3.55,2.85,49.26,43353.0,-3429.0,3892.0
2022-12-14 11:11:33.600,772.0,-49.0,72.0,0.0,2553.3,122.4,125.0,2518.2,2532.9,275,41500,25.0,3.65,3.9,100.0,-3.25,3.65,49.05,453437.0,-35797.0,55139.0
2022-12-14 11:16:37.200,30.0,-39.0,41.0,0.0,2456.0,116.0,100.0,2359.55,2466.15,100,41600,500.0,3.2,5.0,50.0,-2.75,4.2,48.18,51003.0,-4006.0,3527.0
2022-12-14 11:21:40.800,30.0,0.0,2.0,0.0,2300.0,117.9,125.0,2296.55,2365.05,25,41700,250.0,3.4,4.8,100.0,-3.85,3.4,45.17,47007.0,-2805.0,4746.0
2022-12-14 11:26:44.400,23.0,0.0,0.0,0.0,2132.0,0.0,100.0,2214.8,2235.05,25,41800,25.0,4.05,4.85,1400.0,-3.55,3.95,44.3,75828.0,-2336.0,8968.0
2022-12-14 11:31:48.000,19.0,0.0,0.0,0.0,1987.4,0.0,25.0,2120.65,2135.1,25,41900,525.0,3.7,4.85,300.0,-3.9,3.8,42.32,70294.0,-145.0,8283.0
2022-12-14 11:36:51.600,1776.0,-944.0,1510.0,0.0,2038.0,102.9,25.0,2025.0,2038.75,200,42000,475.0,4.5,4.8,1000.0,-3.7,4.5,41.51,719295.0,-5497.0,88747.0
2022-12-14 11:41:55.200,207.0,-52.0,61.0,0.0,1930.0,95.0,75.0,1908.3,2019.2,750,42100,450.0,4.3,5.5,250.0,-4.25,4.35,39.53,93376.0,-1114.0,9077.0
2022-12-14 11:46:58.800,214.0,-3.0,11.0,0.0,1856.15,116.75,250.0,1814.15,1858.0,1350,42200,250.0,4.35,5.9,75.0,-4.6,4.45,37.87,121188.0,-684.0,16406.0
2022-12-14 11:52:02.400,364.0,-192.0,350.0,0.0,1745.0,102.2,300.0,1701.55,1739.25,75,42300,100.0,4.35,5.5,25.0,-4.25,5.5,37.19,182658.0,-136.0,19617.0
2022-12-14 11:57:06.000,348.0,-8.0,26.0,0.0,1647.5,105.65,75.0,1599.55,1720.15,750,42400,550.0,5.55,6.8,350.0,-3.6,6.95,36.63,168013.0,-7131.0,12735.0
2022-12-14 12:02:09.600,1039.0,-279.0,845.0,0.0,1537.55,101.0,25.0,1531.0,1537.95,250,42500,825.0,6.1,6.55,100.0,-5.5,6.1,34.02,764840.0,5675.0,82863.0
2022-12-14 12:07:13.200,344.0,-71.0,246.0,0.0,1435.8,90.05,25.0,1425.85,1436.05,25,42600,475.0,6.5,7.15,600.0,-5.95,6.55,32.5,233915.0,-7607.0,22143.0
2022-12-14 12:12:16.800,743.0,-156.0,259.0,0.0,1341.3,94.35,25.0,1323.75,1337.25,50,42700,50.0,6.05,7.95,500.0,-7.9,6.05,30.2,261066.0,-8195.0,21140.0
2022-12-14 12:17:20.400,1661.0,-116.0,572.0,0.0,1235.85,88.25,25.0,1232.0,1236.85,100,42800,75.0,7.3,7.65,300.0,-8.15,7.65,29.41,348341.0,2745.0,33536.0
2022-12-14 12:22:24.000,1238.0,-286.0,813.0,0.0,1140.85,94.0,250.0,1125.9,1138.05,25,42900,25.0,8.6,9.5,25.0,-10.2,8.6,28.0,310819.0,-13910.0,23046.0
2022-12-14 12:27:27.600,13793.0,-1713.0,14259.0,0.0,1038.15,86.65,125.0,1033.75,1039.45,125,43000,100.0,9.9,10.2,50.0,-12.15,10.25,26.84,887071.0,30452.0,123503.0
2022-12-14 12:32:31.200,1907.0,-350.0,2227.0,0.0,943.15,89.1,250.0,925.5,942.7,250,43100,25.0,11.3,11.4,25.0,-15.3,11.4,25.27,373010.0,-9271.0,29686.0
2022-12-14 12:37:34.800,4012.0,-1648.0,7633.0,0.0,838.25,84.7,25.0,832.5,842.4,25,43200,400.0,11.0,13.6,300.0,-21.65,11.0,22.95,535733.0,-5539.0,48248.0
2022-12-14 12:42:38.400,4760.0,-3785.0,16108.0,0.0,741.2,69.75,150.0,740.0,744.75,25,43300,1075.0,15.0,16.4,250.0,-24.1,16.45,22.72,661312.0,-11083.0,48784.0
2022-12-14 12:47:42.000,5751.0,-6728.0,43715.0,0.0,644.55,65.35,25.0,640.85,645.0,900,43400,25.0,18.3,19.75,25.0,-31.05,20.2,21.44,718146.0,-4639.0,61408.0
2022-12-14 12:52:45.600,20102.0,-11351.0,248266.0,0.0,550.4,57.35,25.0,550.4,554.65,25,43500,250.0,25.6,26.2,75.0,-38.65,26.2,20.4,1442492.0,11580.0,124682.0
2022-12-14 12:57:49.200,9439.0,-9017.0,253811.0,0.0,456.4,46.5,75.0,456.4,460.0,850,43600,2050.0,33.0,35.75,175.0,-49.25,33.0,19.1,1113920.0,-1210.0,67258.0
2022-12-14 13:02:52.800,16735.0,-19433.0,534320.0,12.4,374.95,41.7,125.0,372.8,375.0,1200,43700,25.0,46.85,48.0,75.0,-60.25,45.5,18.31,1384771.0,-5248.0,84435.0
2022-12-14 13:07:56.400,29283.0,-17000.0,1281903.0,13.36,294.85,31.1,1200.0,290.0,294.85,325,43800,25.0,66.0,68.9,150.0,-70.6,66.0,17.95,1810616.0,5902.0,80710.0
2022-12-14 13:13:00.000,36828.0,-19649.0,1754815.0,13.4,220.05,17.65,75.0,218.0,220.05,225,43900,175.0,93.0,98.0,50.0,-79.15,95.5,17.82,2380354.0,75.0,80323.0
2022-12-14 13:18:03.600,139334.0,14641.0,5753438.0,13.94,161.0,10.1,3600.0,160.0,161.0,575,44000,250.0,133.35,136.25,25.0,-88.6,133.3,17.63,5410536.0,36285.0,120500.0
2022-12-14 13:23:07.200,89105.0,34437.0,3945532.0,14.29,113.0,3.4,2525.0,110.0,112.45,50,44100,375.0,185.9,187.0,25.0,-94.4,186.0,18.02,3522129.0,30209.0,46256.0
2022-12-14 13:28:10.800,95109.0,40437.0,3125245.0,14.32,73.95,-1.7,50.0,71.25,73.95,600,44200,100.0,247.0,249.0,125.0,-100.1,247.0,18.3,1951046.0,14841.0,25292.0
2022-12-14 13:33:14.400,66157.0,24560.0,1961941.0,14.26,45.2,-6.7,575.0,45.1,47.0,25,44300,350.0,320.0,324.95,75.0,-101.95,322.0,19.26,1017601.0,3982.0,11652.0
2022-12-14 13:38:18.000,65783.0,22390.0,1520062.0,14.95,30.0,-4.8,450.0,28.0,30.0,2800,44400,25.0,400.1,404.0,625.0,-101.2,404.0,20.37,409704.0,1334.0,4330.0
2022-12-14 13:43:21.600,101395.0,28781.0,1955221.0,15.41,18.9,-4.95,175.0,17.2,18.9,150,44500,25.0,489.85,490.9,325.0,-104.3,490.9,21.56,462493.0,2649.0,6972.0
2022-12-14 13:48:25.200,72510.0,41324.0,856048.0,15.8,11.5,-4.95,725.0,10.5,11.5,800,44600,25.0,581.25,588.15,25.0,-106.2,583.05,23.13,61494.0,983.0,3057.0
2022-12-14 13:53:28.800,58398.0,32119.0,729179.0,16.41,7.4,-4.45,25.0,7.0,7.55,250,44700,25.0,679.0,684.95,25.0,-104.9,678.95,25.09,15433.0,463.0,926.0
2022-12-14 13:58:32.400,39083.0,7952.0,640301.0,17.81,6.15,-3.4,75.0,4.8,6.25,75,44800,75.0,774.9,783.6,25.0,-103.6,776.85,27.28,7506.0,149.0,688.0
2022-12-14 14:03:36.000,21994.0,979.0,400636.0,19.04,5.0,-2.65,25.0,5.0,5.05,250,44900,250.0,872.2,882.2,25.0,-103.45,873.05,28.94,4530.0,308.0,451.0
2022-12-14 14:08:39.600,136610.0,55041.0,1015069.0,20.35,4.25,-2.55,100.0,4.15,4.25,1450,45000,25.0,974.15,980.25,25.0,-88.45,980.9,33.22,7582.0,40.0,956.0
2022-12-14 14:13:43.200,16714.0,3037.0,268597.0,21.49,3.5,-2.2,275.0,3.5,4.3,50,45100,250.0,1040.5,1091.35,250.0,-102.2,1073.7,33.94,396.0,33.0,63.0
2022-12-14 14:18:46.800,20107.0,6503.0,250701.0,23.26,3.55,-1.5,1125.0,2.9,3.6,125,45200,300.0,1138.65,1200.9,300.0,-113.1,1170.0,35.29,166.0,17.0,41.0
2022-12-14 14:23:50.400,17945.0,3524.0,237240.0,24.81,3.4,-1.2,25.0,2.9,3.5,175,45300,300.0,1240.6,1290.05,300.0,-136.45,1238.9,19.28,83.0,2.0,25.0
2022-12-14 14:28:54.000,5307.0,-837.0,117900.0,26.43,3.35,-0.6,325.0,2.5,3.35,150,45400,250.0,1339.95,1397.6,250.0,-76.95,1393.15,45.87,132.0,4.0,15.0
2022-12-14 14:33:57.600,65925.0,12983.0,554269.0,27.28,2.7,-0.95,50.0,2.6,2.7,650,45500,25.0,1471.55,1480.85,25.0,-93.5,1475.4,43.65,821.0,24.0,76.0
2022-12-14 14:39:01.200,7209.0,48.0,83445.0,29.22,2.95,-0.45,800.0,1.65,2.95,600,45600,25.0,1571.1,1640.55,250.0,-453.05,1567.9,43.54,48.0,11.0,18.0
2022-12-14 14:44:04.800,2184.0,-886.0,43411.0,29.93,2.35,-0.9,550.0,2.05,2.95,350,45700,2675.0,1594.65,1732.5,1925.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-14 14:49:08.400,965.0,965.0,48633.0,31.32,2.25,-326.55,425.0,1.75,3.0,250,45800,750.0,1708.15,1829.45,300.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-14 14:54:12.000,361.0,361.0,21566.0,32.58,2.1,-311.0,75.0,2.15,2.25,50,45900,750.0,1792.7,1945.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-14 14:59:15.600,54546.0,-1976.0,425599.0,33.69,1.9,-1.15,500.0,2.0,2.1,175,46000,250.0,1960.05,1992.95,1450.0,-2421.1,1947.2,41.65,22.0,11.0,11.0
2022-12-14 15:04:19.200,25565.0,-6299.0,166752.0,40.11,1.55,-0.85,4900.0,1.55,1.6,1975,46500,225.0,2432.8,2493.7,225.0,-153.0,2440.0,40.88,1.0,-1.0,4.0
2022-12-14 15:09:22.800,34705.0,4402.0,178416.0,47.28,1.6,-0.5,2475.0,1.55,1.6,5725,47000,750.0,2887.05,3052.95,1200.0,0.0,3393.2,0.0,0.0,0.0,22.0
2022-12-15 09:00:00.000,3.0,0.0,5.0,0.0,6940.75,-301.35,900.0,6910.55,7087.75,900,36500,2225.0,0.2,0.25,725.0,-1.15,0.2,99.53,64719.0,-4055.0,29958.0
2022-12-15 09:05:03.600,8.0,-8.0,16.0,241.04,6746.05,163.4,0.0,0.0,6973.65,875,37000,0.0,0.0,0.05,7650.0,-1.3,0.05,84.18,30136.0,908.0,6404.0
2022-12-15 09:10:07.200,4.0,0.0,8.0,226.91,6250.0,-160.9,150.0,5969.9,6069.8,150,37500,450.0,0.05,0.25,100.0,-1.5,0.05,77.59,18250.0,278.0,1859.0
2022-12-15 09:15:10.800,6.0,-1.0,6.0,210.57,5745.35,7.25,25.0,4855.2,5908.9,875,38000,0.0,0.0,0.05,3450.0,-1.55,0.05,71.06,30400.0,-1955.0,4025.0
2022-12-15 09:20:14.400,3.0,-1.0,4.0,248.67,5505.0,479.65,250.0,4978.95,5008.5,50,38500,1900.0,0.15,0.2,125.0,-1.75,0.2,71.02,19677.0,-1269.0,5567.0
2022-12-15 09:25:18.000,11.0,-27.0,33.0,170.97,4706.0,154.3,25.0,2930.25,4579.25,300,39000,0.0,0.0,0.05,5200.0,-2.05,0.05,58.16,46027.0,-7445.0,4279.0
2022-12-15 09:30:21.600,42.0,0.0,5.0,181.33,4325.0,269.95,375.0,3928.85,4005.6,25,39500,3150.0,0.05,0.2,325.0,-2.2,0.05,51.78,30335.0,-1386.0,5580.0
2022-12-15 09:35:25.200,1.0,0.0,0.0,0.0,3991.65,0.0,875.0,3012.2,4026.1,25,39600,0.0,0.0,0.15,2800.0,-2.15,0.15,54.5,4352.0,-71.0,331.0
2022-12-15 09:40:28.800,0.0,0.0,0.0,0.0,0.0,0.0,125.0,2926.95,3939.4,25,39700,25.0,0.1,0.25,1625.0,-2.35,0.1,51.61,5860.0,-444.0,319.0
2022-12-15 09:45:32.400,0.0,0.0,0.0,0.0,0.0,0.0,25.0,3222.45,4187.85,900,39800,0.0,0.0,0.2,1325.0,-2.15,0.2,52.92,7842.0,-70.0,389.0
2022-12-15 09:50:36.000,8.0,8.0,16.0,175.84,3965.8,-296.5,900.0,3509.4,3689.0,400,39900,375.0,0.1,0.3,675.0,-2.25,0.1,48.96,7724.0,-267.0,321.0
2022-12-15 09:55:39.600,48.0,-76.0,116.0,0.0,3507.95,-485.9,75.0,3469.05,3503.7,25,40000,5325.0,0.15,0.25,25.0,-2.35,0.15,49.08,186461.0,-15120.0,34770.0
2022-12-15 10:00:43.200,4.0,0.0,4.0,111.86,3500.0,-377.1,875.0,3081.4,3469.3,300,40100,0.0,0.0,0.3,825.0,-2.3,0.05,44.17,8542.0,-300.0,397.0
2022-12-15 10:05:46.800,0.0,0.0,0.0,0.0,0.0,0.0,25.0,3209.1,3387.2,25,40200,125.0,0.1,0.3,1125.0,-2.45,0.05,42.91,6671.0,-247.0,1082.0
2022-12-15 10:10:50.400,12.0,0.0,0.0,0.0,3440.0,0.0,25.0,3108.55,3286.55,25,40300,700.0,0.1,0.3,50.0,-2.4,0.05,41.65,7600.0,-293.0,809.0
2022-12-15 10:15:54.000,0.0,0.0,0.0,0.0,0.0,0.0,875.0,2835.05,3233.25,25,40400,0.0,0.0,0.2,4025.0,-2.35,0.2,44.65,7127.0,-230.0,851.0
2022-12-15 10:20:57.600,39.0,-10.0,26.0,94.34,3077.0,-517.85,875.0,2939.0,3004.35,25,40500,600.0,0.15,0.3,8000.0,-2.4,0.3,44.72,102317.0,-6578.0,23827.0
2022-12-15 10:26:01.200,0.0,0.0,0.0,0.0,0.0,0.0,25.0,2808.75,2986.15,25,40600,450.0,0.1,0.2,675.0,-2.4,0.2,41.89,10440.0,-1042.0,582.0
2022-12-15 10:31:04.800,0.0,-1.0,1.0,178.23,3355.0,495.0,875.0,2514.0,2913.85,500,40700,0.0,0.0,0.2,10475.0,-2.65,0.05,36.6,12371.0,-143.0,630.0
2022-12-15 10:36:08.400,1.0,0.0,1.0,147.03,3075.0,465.0,875.0,2371.45,2871.85,500,40800,0.0,0.0,0.2,500.0,-2.7,0.05,35.34,13576.0,-1032.0,513.0
2022-12-15 10:41:12.000,1.0,0.0,0.0,0.0,2658.85,0.0,875.0,2303.0,2836.95,500,40900,0.0,0.0,0.05,25.0,-2.7,0.05,34.09,18256.0,-1140.0,1165.0
2022-12-15 10:46:15.600,172.0,-268.0,357.0,100.87,2654.85,-400.0,1200.0,2421.0,2648.85,25,41000,0.0,0.0,0.05,18500.0,-2.85,0.05,32.83,516762.0,-29768.0,41141.0
2022-12-15 10:51:19.200,3.0,0.0,0.0,0.0,2123.6,0.0,875.0,1935.3,2696.45,875,41100,0.0,0.0,0.05,225.0,-2.9,0.05,31.57,35557.0,882.0,2982.0
2022-12-15 10:56:22.800,7.0,-3.0,8.0,56.23,2325.0,-589.35,25.0,2246.55,2353.75,25,41200,150.0,0.05,0.25,475.0,-3.0,0.05,30.31,46839.0,-3449.0,3667.0
2022-12-15 11:01:26.400,22.0,0.0,4.0,68.65,2259.4,-509.2,875.0,1993.0,2259.05,300,41300,0.0,0.0,0.05,5300.0,-3.3,0.05,29.05,50042.0,374.0,3786.0
2022-12-15 11:06:30.000,5.0,0.0,2.0,125.39,2470.0,269.05,875.0,1844.25,2334.45,500,41400,0.0,0.0,0.1,2600.0,-3.3,0.05,27.79,41858.0,-1857.0,2035.0
2022-12-15 11:11:33.600,279.0,-493.0,651.0,0.0,2000.55,-558.25,900.0,1975.1,2024.8,50,41500,0.0,0.0,0.05,136450.0,-3.55,0.05,26.54,515437.0,-18065.0,37074.0
2022-12-15 11:16:37.200,28.0,-2.0,5.0,0.0,1906.0,-550.0,900.0,1876.15,1924.9,900,41600,0.0,0.0,0.05,13650.0,-3.55,0.05,25.28,81292.0,4675.0,8202.0
2022-12-15 11:21:40.800,18.0,-12.0,29.0,0.0,1798.85,-501.15,900.0,1776.15,1821.25,75,41700,0.0,0.0,0.15,450.0,-3.8,0.05,24.02,98707.0,1600.0,6346.0
2022-12-15 11:26:44.400,18.0,-5.0,9.0,26.26,1709.95,-422.05,900.0,1676.15,1724.85,25,41800,0.0,0.0,0.05,2500.0,-4.1,0.05,22.75,121456.0,-5424.0,3544.0
2022-12-15 11:31:48.000,17.0,-2.0,9.0,50.35,1648.2,-339.2,900.0,1576.15,1599.1,75,41900,0.0,0.0,0.05,625.0,-4.15,0.05,21.49,134277.0,-2082.0,6201.0
2022-12-15 11:36:51.600,634.0,-1142.0,3478.0,0.0,1501.8,-553.7,25.0,1496.9,1501.8,25,42000,0.0,0.0,0.05,25600.0,-4.45,0.05,20.23,1109793.0,-32201.0,56546.0
2022-12-15 11:41:55.200,219.0,12.0,410.0,0.0,1396.2,-533.8,25.0,1381.2,1399.75,150,42100,0.0,0.0,0.05,50.0,-4.6,0.1,19.99,159336.0,-4481.0,4596.0
2022-12-15 11:46:58.800,128.0,-86.0,194.0,0.0,1297.8,-558.35,900.0,1281.15,1324.8,50,42200,0.0,0.0,0.05,4450.0,-5.0,0.05,17.69,204151.0,-6244.0,10162.0
2022-12-15 11:52:02.400,221.0,-143.0,649.0,0.0,1197.25,-547.75,125.0,1188.7,1201.85,25,42300,16450.0,0.05,0.25,300.0,-5.25,0.05,16.41,239630.0,-12127.0,7490.0
2022-12-15 11:57:06.000,264.0,-84.0,566.0,0.0,1098.45,-549.05,25.0,1097.25,1124.05,50,42400,800.0,0.1,0.25,25.0,-5.5,0.1,15.99,263892.0,-3202.0,9533.0
2022-12-15 12:02:09.600,510.0,-529.0,4644.0,0.0,997.3,-551.6,250.0,996.55,1022.5,25,42500,0.0,0.0,0.05,66650.0,-6.05,0.05,13.86,1441269.0,-11826.0,71037.0
2022-12-15 12:07:13.200,250.0,-94.0,1896.0,0.0,897.3,-552.85,25.0,897.0,920.0,125,42600,0.0,0.0,0.1,5775.0,-6.45,0.05,12.57,444769.0,-6765.0,15378.0
